id,city_id,driver_id,date,sum
132,1,610,2025-09-24,230
133,23,233,2025-09-13,282
134,91,336,2025-09-17,296
135,86,926,2025-09-12,46
136,51,983,2025-09-24,31
137,56,120,2025-09-15,481
138,10,983,2025-09-11,304
139,55,688,2025-09-13,373
140,82,528,2025-09-10,68
141,52,122,2025-09-11,97
142,80,572,2025-09-27,363
143,47,191,2025-09-14,442
144,14,350,2025-09-14,311
145,52,637,2025-09-03,212
146,40,864,2025-09-11,123
147,43,898,2025-09-06,49
148,66,749,2025-09-04,281
149,66,299,2025-09-29,407
150,45,460,2025-09-24,500
151,83,935,2025-09-05,130
152,14,250,2025-09-09,111
153,23,717,2025-09-05,399
154,98,772,2025-09-03,100
155,99,744,2025-09-16,247
156,97,678,2025-09-25,306
157,58,798,2025-09-30,461
158,73,759,2025-09-21,329
159,42,985,2025-09-21,171
160,20,551,2025-09-03,250
161,57,747,2025-09-10,417
162,36,706,2025-09-02,190
163,65,176,2025-09-10,246
164,58,139,2025-09-02,198
165,37,179,2025-09-21,452
166,12,730,2025-09-20,269
167,50,574,2025-09-19,293
168,95,1018,2025-09-02,240
169,74,768,2025-09-07,174
170,78,588,2025-09-17,87
171,8,562,2025-09-04,425
172,44,832,2025-09-03,268
173,83,277,2025-09-02,136
174,91,549,2025-09-15,278
175,67,725,2025-09-06,196
176,48,1040,2025-09-10,208
177,53,894,2025-09-11,357
178,77,154,2025-09-26,333
179,83,443,2025-09-03,178
180,13,672,2025-09-22,207
181,37,359,2025-09-24,446
182,85,1088,2025-09-30,318
183,20,442,2025-09-03,308
184,85,245,2025-09-30,189
185,40,1091,2025-09-21,367
186,85,502,2025-09-05,314
187,91,1061,2025-09-03,168
188,72,486,2025-09-21,415
189,43,933,2025-09-05,353
190,90,949,2025-09-24,360
191,68,196,2025-09-21,353
192,55,621,2025-09-12,19
193,47,417,2025-09-06,496
194,28,450,2025-09-25,258
195,25,332,2025-09-05,89
196,10,403,2025-09-28,413
197,13,620,2025-09-25,286
198,95,1005,2025-09-17,29
199,85,445,2025-09-29,402
200,80,235,2025-09-20,202
201,20,267,2025-09-06,435
202,89,890,2025-09-20,424
203,22,839,2025-09-15,32
204,53,474,2025-09-22,378
205,31,1093,2025-09-15,322
206,37,871,2025-09-24,411
207,58,340,2025-09-18,132
208,40,1089,2025-09-26,411
209,61,1026,2025-09-27,109
210,48,795,2025-09-19,235
211,60,888,2025-09-10,408
212,49,615,2025-09-17,224
213,21,937,2025-09-07,420
214,78,242,2025-09-28,138
215,7,757,2025-09-16,457
216,48,668,2025-09-30,62
217,92,967,2025-09-17,445
218,16,392,2025-09-03,400
219,21,380,2025-09-15,473
220,66,251,2025-09-27,233
221,12,1070,2025-09-30,123
222,58,1006,2025-09-12,486
223,4,525,2025-09-02,212
224,65,483,2025-09-08,207
225,11,484,2025-09-08,24
226,41,1054,2025-09-04,439
227,92,766,2025-09-11,415
228,19,241,2025-09-02,156
229,61,813,2025-09-27,81
230,98,823,2025-09-16,239
231,79,106,2025-09-29,50
232,3,363,2025-09-07,437
233,20,662,2025-09-24,321
234,68,534,2025-09-04,407
235,37,344,2025-09-10,72
236,7,345,2025-09-14,337
237,80,569,2025-09-03,66
238,64,712,2025-09-18,18
239,81,628,2025-09-19,133
240,92,248,2025-09-10,229
241,1,730,2025-09-12,133
242,74,527,2025-09-06,350
243,86,188,2025-09-17,194
244,9,1077,2025-09-17,288
245,65,906,2025-09-17,293
246,3,500,2025-09-28,250
247,6,751,2025-09-13,201
248,33,866,2025-09-01,192
249,9,454,2025-09-08,385
250,85,744,2025-09-04,405
251,75,853,2025-09-25,180
252,18,146,2025-09-12,289
253,44,934,2025-09-21,99
254,100,802,2025-09-15,366
255,62,747,2025-09-06,425
256,18,165,2025-09-23,407
257,59,138,2025-09-10,113
258,6,911,2025-09-07,463
259,6,424,2025-09-30,168
260,66,508,2025-09-27,288
261,61,360,2025-09-02,395
262,83,296,2025-09-10,192
263,100,149,2025-09-28,345
264,43,380,2025-09-04,419
265,48,548,2025-09-29,214
266,96,551,2025-09-29,499
267,50,448,2025-09-06,264
268,89,610,2025-09-12,483
269,67,374,2025-09-26,52
270,94,535,2025-09-03,230
271,78,943,2025-09-06,289
272,38,429,2025-09-04,50
273,42,777,2025-09-10,166
274,58,718,2025-09-23,228
275,22,807,2025-09-15,189
276,58,144,2025-09-24,455
277,46,730,2025-09-14,150
278,82,911,2025-09-02,48
279,86,753,2025-09-13,196
280,66,921,2025-09-24,357
281,21,1076,2025-09-01,83
282,78,795,2025-09-26,234
283,5,230,2025-09-03,130
284,100,761,2025-09-12,195
285,50,1073,2025-09-19,26
286,78,258,2025-09-22,240
287,48,481,2025-09-15,400
288,10,688,2025-09-05,281
289,47,508,2025-09-11,342
290,36,356,2025-09-04,23
291,95,291,2025-09-16,275
292,50,1036,2025-09-18,70
293,34,894,2025-09-09,370
294,58,320,2025-09-20,156
295,89,1039,2025-09-16,112
296,16,239,2025-09-28,47
297,58,277,2025-09-29,375
298,57,190,2025-09-26,359
299,41,784,2025-09-12,373
300,9,664,2025-09-18,158
301,39,972,2025-09-06,374
302,91,1050,2025-09-23,336
303,23,913,2025-09-12,270
304,29,225,2025-09-07,415
305,18,343,2025-09-26,262
306,4,470,2025-09-18,303
307,48,579,2025-09-26,292
308,17,727,2025-09-29,54
309,9,417,2025-09-13,377
310,93,591,2025-09-17,220
311,99,520,2025-09-27,304
312,10,229,2025-09-11,338
313,10,561,2025-09-15,358
314,67,453,2025-09-05,459
315,100,665,2025-09-21,310
316,24,887,2025-09-05,231
317,65,1033,2025-09-28,38
318,16,631,2025-09-05,165
319,22,266,2025-09-11,488
320,91,331,2025-09-12,495
321,67,1017,2025-09-10,443
322,11,357,2025-09-07,335
323,71,382,2025-09-05,330
324,39,730,2025-09-18,57
325,65,757,2025-09-06,313
326,75,258,2025-09-06,347
327,80,838,2025-09-29,319
328,44,963,2025-09-30,298
329,6,946,2025-09-28,24
330,11,147,2025-09-21,404
331,74,372,2025-09-21,117
332,99,686,2025-09-14,326
333,82,132,2025-09-16,465
334,81,659,2025-09-10,338
335,39,595,2025-09-08,422
336,88,516,2025-09-10,242
337,10,806,2025-09-02,90
338,57,526,2025-09-16,247
339,27,449,2025-09-20,83
340,41,983,2025-09-23,173
341,94,982,2025-09-12,214
342,17,879,2025-09-12,273
343,72,209,2025-09-11,133
344,60,226,2025-09-09,240
345,32,245,2025-09-04,35
346,38,1069,2025-09-13,452
347,79,529,2025-09-08,453
348,21,934,2025-09-11,488
349,74,839,2025-09-11,107
350,98,264,2025-09-16,273
351,60,611,2025-09-29,167
352,64,124,2025-09-03,493
353,51,618,2025-09-15,133
354,28,698,2025-09-12,34
355,7,389,2025-09-16,315
356,84,789,2025-09-16,156
357,69,109,2025-09-28,65
358,56,238,2025-09-29,145
359,94,475,2025-09-25,216
360,47,147,2025-09-13,36
361,73,676,2025-09-07,195
362,71,396,2025-09-03,207
363,65,562,2025-09-25,291
364,36,946,2025-09-20,358
365,79,222,2025-09-05,59
366,51,483,2025-09-26,183
367,72,1062,2025-09-12,396
368,19,304,2025-09-20,270
369,52,613,2025-09-02,33
370,5,241,2025-09-23,180
371,61,632,2025-09-15,86
372,78,1015,2025-09-17,81
373,42,1054,2025-09-20,173
374,21,503,2025-09-20,388
375,39,708,2025-09-11,269
376,66,646,2025-09-16,372
377,73,407,2025-09-16,427
378,3,478,2025-09-11,354
379,15,527,2025-09-19,167
380,93,994,2025-09-23,332
381,4,712,2025-09-16,145
382,84,902,2025-09-25,306
383,74,334,2025-09-24,36
384,75,592,2025-09-06,278
385,81,839,2025-09-20,406
386,49,252,2025-09-27,358
387,32,133,2025-09-19,495
388,90,213,2025-09-07,19
389,57,422,2025-09-14,87
390,53,808,2025-09-07,220
391,65,894,2025-09-20,481
392,61,994,2025-09-28,386
393,94,164,2025-09-23,80
394,67,313,2025-09-18,176
395,85,590,2025-09-17,202
396,41,1080,2025-09-06,245
397,69,451,2025-09-18,191
398,87,891,2025-09-28,379
399,88,759,2025-09-26,364
400,34,725,2025-09-16,108
401,32,386,2025-09-18,162
402,29,1065,2025-09-10,404
403,37,822,2025-09-07,363
404,91,601,2025-09-11,255
405,45,674,2025-09-30,488
406,93,381,2025-09-10,72
407,74,793,2025-09-18,204
408,51,939,2025-09-12,498
409,99,924,2025-09-05,158
410,6,395,2025-09-23,50
411,45,1047,2025-09-15,345
412,33,866,2025-09-16,119
413,26,948,2025-09-18,148
414,72,813,2025-09-09,80
415,14,731,2025-09-24,310
416,31,349,2025-09-02,352
417,68,332,2025-09-21,129
418,7,203,2025-09-14,179
419,92,584,2025-09-04,358
420,99,241,2025-09-01,291
421,21,517,2025-09-21,488
422,61,589,2025-09-21,112
423,97,1088,2025-09-10,174
424,37,762,2025-09-02,474
425,99,192,2025-09-21,303
426,30,648,2025-09-24,380
427,5,1036,2025-09-30,99
428,54,1004,2025-09-27,100
429,5,957,2025-09-13,413
430,64,291,2025-09-30,393
431,38,998,2025-09-02,14
432,39,682,2025-09-20,64
433,43,392,2025-09-15,338
434,70,637,2025-09-16,465
435,18,972,2025-09-17,249
436,35,298,2025-09-26,67
437,43,267,2025-09-24,244
438,83,364,2025-09-23,105
439,2,855,2025-09-11,414
440,38,682,2025-09-22,397
441,25,280,2025-09-20,448
442,82,1019,2025-09-13,433
443,55,628,2025-09-11,54
444,52,786,2025-09-04,104
445,18,589,2025-09-11,489
446,32,107,2025-09-09,206
447,31,558,2025-09-25,146
448,43,410,2025-09-19,380
449,74,112,2025-09-09,344
450,47,810,2025-09-08,41
451,86,222,2025-09-15,167
452,21,516,2025-09-22,267
453,91,889,2025-09-10,363
454,16,755,2025-09-30,491
455,38,477,2025-09-20,123
456,29,1081,2025-09-05,254
457,20,566,2025-09-24,320
458,48,526,2025-09-23,291
459,61,876,2025-09-18,420
460,86,946,2025-09-07,400
461,32,797,2025-09-25,315
462,11,639,2025-09-15,280
463,91,471,2025-09-03,479
464,73,215,2025-09-02,434
465,71,1025,2025-09-17,113
466,74,650,2025-09-05,94
467,42,975,2025-09-17,236
468,15,797,2025-09-07,377
469,75,601,2025-09-03,470
470,66,557,2025-09-26,38
471,59,236,2025-09-17,222
472,59,678,2025-09-02,296
473,60,789,2025-09-26,167
474,93,123,2025-09-13,140
475,1,864,2025-09-07,306
476,10,147,2025-09-14,186
477,90,166,2025-09-18,40
478,9,1057,2025-09-16,26
479,37,519,2025-09-06,403
480,18,885,2025-09-21,383
481,83,1087,2025-09-14,201
482,49,560,2025-09-28,479
483,49,485,2025-09-03,359
484,85,996,2025-09-18,78
485,84,981,2025-09-12,70
486,23,651,2025-09-13,280
487,17,846,2025-09-08,437
488,1,875,2025-09-01,162
489,60,790,2025-09-24,288
490,55,645,2025-09-13,431
491,30,354,2025-09-15,187
492,20,383,2025-09-07,489
493,93,884,2025-09-04,26
494,85,530,2025-09-20,402
495,3,347,2025-09-07,44
496,13,709,2025-09-02,238
497,77,789,2025-09-23,456
498,7,351,2025-09-24,32
499,52,550,2025-09-08,286
500,28,873,2025-09-28,407
501,8,244,2025-09-17,158
502,30,936,2025-09-30,384
503,74,427,2025-09-19,316
504,99,789,2025-09-27,174
505,31,410,2025-09-29,83
506,85,634,2025-09-08,221
507,39,382,2025-09-02,295
508,76,1001,2025-09-24,476
509,23,742,2025-09-22,228
510,72,608,2025-09-02,186
511,83,788,2025-09-13,412
512,68,427,2025-09-23,223
513,53,253,2025-09-10,202
514,24,873,2025-09-18,252
515,31,970,2025-09-08,163
516,91,248,2025-09-26,247
517,8,676,2025-09-14,223
518,72,643,2025-09-05,208
519,32,362,2025-09-07,179
520,83,181,2025-09-30,240
521,48,195,2025-09-18,380
522,25,153,2025-09-09,203
523,87,720,2025-09-20,30
524,10,293,2025-09-26,399
525,76,842,2025-09-22,296
526,28,591,2025-09-07,455
527,43,411,2025-09-30,17
528,28,1060,2025-09-07,389
529,16,865,2025-09-25,255
530,32,813,2025-09-20,370
531,27,507,2025-09-30,132
532,71,430,2025-09-25,154
533,49,578,2025-09-18,342
534,46,416,2025-09-09,194
535,66,1004,2025-09-16,248
536,13,923,2025-09-24,250
537,98,960,2025-09-11,478
538,27,480,2025-09-11,221
539,6,677,2025-09-28,123
540,95,250,2025-09-01,143
541,71,1058,2025-09-19,306
542,93,528,2025-09-10,88
543,26,438,2025-09-08,204
544,73,954,2025-09-08,265
545,71,771,2025-09-22,182
546,33,882,2025-09-27,260
547,93,758,2025-09-24,261
548,59,273,2025-09-24,417
549,46,274,2025-09-05,378
550,70,601,2025-09-06,479
551,70,758,2025-09-02,278
552,5,960,2025-09-28,48
553,86,150,2025-09-25,13
554,53,241,2025-09-27,332
555,30,170,2025-09-23,87
556,2,324,2025-09-17,243
557,48,162,2025-09-20,336
558,86,1057,2025-09-20,477
559,62,776,2025-09-16,18
560,1,645,2025-09-18,220
561,2,118,2025-09-17,379
562,36,649,2025-09-10,18
563,65,933,2025-09-23,355
564,56,926,2025-09-30,101
565,14,1041,2025-09-04,278
566,20,347,2025-09-07,327
567,68,359,2025-09-27,191
568,35,915,2025-09-13,50
569,48,1083,2025-09-13,245
570,73,350,2025-09-23,125
571,39,801,2025-09-27,444
572,11,770,2025-09-28,342
573,98,133,2025-09-03,217
574,49,487,2025-09-18,253
575,8,753,2025-09-01,369
576,22,185,2025-09-16,442
577,56,761,2025-09-26,179
578,73,979,2025-09-04,468
579,68,1042,2025-09-02,127
580,28,1023,2025-09-28,364
581,73,587,2025-09-09,33
582,10,801,2025-09-30,153
583,70,678,2025-09-22,26
584,23,1052,2025-09-28,171
585,3,1085,2025-09-07,310
586,19,871,2025-09-27,374
587,51,1052,2025-09-03,163
588,21,678,2025-09-08,300
589,50,794,2025-09-29,286
590,43,494,2025-09-25,388
591,18,910,2025-09-23,380
592,11,613,2025-09-24,187
593,7,201,2025-09-14,128
594,10,449,2025-09-20,403
595,79,1078,2025-09-20,213
596,100,435,2025-09-01,334
597,35,903,2025-09-15,261
598,30,465,2025-09-18,491
599,49,543,2025-09-06,358
600,75,777,2025-09-13,53
601,99,734,2025-09-10,418
602,32,831,2025-09-03,52
603,35,258,2025-09-13,374
604,82,258,2025-09-24,209
605,41,470,2025-09-04,56
606,1,1066,2025-09-10,237
607,47,880,2025-09-09,62
608,17,190,2025-09-06,230
609,58,671,2025-09-18,272
610,53,206,2025-09-01,55
611,46,668,2025-09-03,315
612,77,904,2025-09-11,452
613,50,113,2025-09-10,221
614,50,898,2025-09-03,381
615,72,1027,2025-09-08,302
616,67,274,2025-09-22,204
617,22,243,2025-09-09,164
618,35,605,2025-09-05,42
619,22,546,2025-09-09,225
620,39,596,2025-09-26,49
621,47,358,2025-09-08,379
622,81,608,2025-09-20,325
623,26,569,2025-09-04,79
624,39,107,2025-09-13,180
625,80,490,2025-09-26,451
626,43,551,2025-09-11,230
627,84,1098,2025-09-20,79
628,39,429,2025-09-20,495
629,89,306,2025-09-16,170
630,23,1088,2025-09-13,173
631,38,853,2025-09-23,334
632,63,1091,2025-09-19,410
633,32,434,2025-09-13,153
634,51,474,2025-09-04,487
635,73,305,2025-09-19,289
636,24,799,2025-09-25,291
637,4,1076,2025-09-24,246
638,91,315,2025-09-15,418
639,38,952,2025-09-23,45
640,53,790,2025-09-16,81
641,82,411,2025-09-08,139
642,85,258,2025-09-23,226
643,49,176,2025-09-15,316
644,62,697,2025-09-13,283
645,65,1046,2025-09-30,455
646,89,529,2025-09-18,28
647,47,819,2025-09-29,425
648,69,709,2025-09-21,478
649,11,212,2025-09-25,137
650,85,781,2025-09-12,95
651,83,728,2025-09-02,298
652,83,794,2025-09-21,214
653,97,440,2025-09-26,230
654,14,111,2025-09-04,142
655,29,623,2025-09-24,275
656,72,695,2025-09-23,304
657,29,557,2025-09-12,210
658,60,891,2025-09-22,311
659,89,613,2025-09-05,186
660,4,595,2025-09-04,161
661,54,1043,2025-09-03,69
662,94,246,2025-09-12,169
663,44,567,2025-09-26,115
664,67,595,2025-09-12,253
665,13,549,2025-09-24,366
666,58,427,2025-09-03,163
667,6,930,2025-09-23,68
668,3,970,2025-09-11,341
669,14,794,2025-09-26,94
670,95,350,2025-09-17,99
671,71,264,2025-09-11,296
672,55,1082,2025-09-15,128
673,52,745,2025-09-06,105
674,82,774,2025-09-14,212
675,4,856,2025-09-20,462
676,26,561,2025-09-19,229
677,50,105,2025-09-23,119
678,27,386,2025-09-25,370
679,9,692,2025-09-04,419
680,69,292,2025-09-12,176
681,26,569,2025-09-04,144
682,86,984,2025-09-16,280
683,82,421,2025-09-20,208
684,79,502,2025-09-19,68
685,45,461,2025-09-28,244
686,80,277,2025-09-27,354
687,91,920,2025-09-10,480
688,79,705,2025-09-03,354
689,18,421,2025-09-04,132
690,40,220,2025-09-06,201
691,89,245,2025-09-17,208
692,54,711,2025-09-05,304
693,50,534,2025-09-06,259
694,82,651,2025-09-23,480
695,83,1054,2025-09-06,294
696,22,602,2025-09-10,81
697,24,423,2025-09-27,240
698,80,155,2025-09-28,193
699,2,597,2025-09-05,109
700,50,1087,2025-09-18,268
701,84,607,2025-09-14,360
702,63,526,2025-09-23,440
703,57,601,2025-09-06,52
704,73,132,2025-09-26,399
705,29,400,2025-09-02,150
706,29,651,2025-09-10,96
707,100,569,2025-09-19,390
708,99,885,2025-09-16,291
709,66,216,2025-09-19,68
710,35,894,2025-09-18,431
711,47,656,2025-09-27,397
712,6,879,2025-09-24,235
713,70,324,2025-09-14,62
714,95,950,2025-09-21,394
715,32,405,2025-09-28,26
716,58,370,2025-09-12,451
717,12,550,2025-09-28,70
718,100,932,2025-09-08,117
719,95,703,2025-09-23,189
720,91,725,2025-09-21,229
721,22,731,2025-09-05,411
722,27,934,2025-09-07,422
723,8,684,2025-09-12,282
724,36,712,2025-09-18,96
725,42,821,2025-09-10,158
726,74,374,2025-09-28,273
727,87,935,2025-09-04,79
728,97,905,2025-09-14,480
729,8,384,2025-09-28,345
730,17,819,2025-09-28,77
731,32,250,2025-09-23,174
732,32,880,2025-09-27,356
733,51,602,2025-09-05,305
734,81,376,2025-09-21,222
735,49,563,2025-09-03,334
736,99,196,2025-09-13,273
737,96,385,2025-09-23,489
738,48,566,2025-09-16,177
739,75,103,2025-09-28,406
740,94,196,2025-09-24,244
741,82,781,2025-09-23,193
742,9,915,2025-09-18,213
743,28,1092,2025-09-14,432
744,28,607,2025-09-09,175
745,37,446,2025-09-18,305
746,17,680,2025-09-28,258
747,44,1016,2025-09-22,400
748,7,148,2025-09-04,330
749,59,117,2025-09-04,485
750,21,552,2025-09-15,10
751,55,308,2025-09-23,475
752,17,1004,2025-09-21,164
753,21,996,2025-09-30,458
754,36,196,2025-09-21,194
755,33,185,2025-09-12,350
756,84,270,2025-09-02,212
757,81,413,2025-09-24,368
758,97,340,2025-09-14,345
759,12,821,2025-09-04,10
760,28,589,2025-09-03,77
761,76,332,2025-09-17,358
762,57,110,2025-09-01,366
763,44,937,2025-09-04,450
764,55,811,2025-09-05,254
765,10,335,2025-09-13,55
766,94,926,2025-09-04,62
767,41,477,2025-09-29,163
768,18,492,2025-09-25,426
769,97,996,2025-09-05,338
770,87,247,2025-09-03,281
771,73,109,2025-09-20,342
772,22,551,2025-09-12,379
773,28,744,2025-09-24,87
774,53,731,2025-09-22,236
775,28,189,2025-09-29,61
776,18,871,2025-09-04,311
777,94,494,2025-09-12,229
778,41,911,2025-09-05,136
779,36,761,2025-09-03,137
780,71,716,2025-09-20,379
781,78,392,2025-09-25,491
782,89,128,2025-09-28,443
783,85,997,2025-09-10,115
784,67,722,2025-09-17,106
785,96,502,2025-09-10,340
786,7,903,2025-09-29,416
787,31,607,2025-09-13,67
788,31,612,2025-09-21,314
789,10,641,2025-09-29,16
790,47,1057,2025-09-11,77
791,50,982,2025-09-27,301
792,54,475,2025-09-18,359
793,23,882,2025-09-16,498
794,99,175,2025-09-01,310
795,9,115,2025-09-09,120
796,6,1045,2025-09-02,495
797,51,619,2025-09-10,331
798,92,614,2025-09-25,222
799,55,819,2025-09-13,52
800,82,650,2025-09-18,325
801,20,385,2025-09-03,168
802,11,624,2025-09-30,114
803,20,650,2025-09-11,210
804,76,750,2025-09-25,437
805,84,798,2025-09-21,43
806,40,816,2025-09-14,383
807,31,160,2025-09-08,54
808,56,219,2025-09-15,323
809,78,157,2025-09-10,351
810,95,774,2025-09-24,99
811,16,113,2025-09-23,80
812,90,112,2025-09-06,264
813,45,636,2025-09-17,410
814,93,366,2025-09-06,200
815,17,868,2025-09-25,457
816,35,851,2025-09-29,70
817,99,1022,2025-09-01,181
818,55,379,2025-09-17,42
819,34,830,2025-09-19,331
820,10,609,2025-09-15,271
821,47,157,2025-09-16,449
822,73,271,2025-09-12,90
823,33,892,2025-09-04,467
824,74,791,2025-09-24,69
825,30,859,2025-09-17,11
826,6,980,2025-09-28,16
827,32,148,2025-09-16,196
828,50,1043,2025-09-05,101
829,5,667,2025-09-26,477
830,92,859,2025-09-21,224
831,29,430,2025-09-08,223
832,93,428,2025-09-09,432
833,10,686,2025-09-12,71
834,65,790,2025-09-29,36
835,23,329,2025-09-26,274
836,6,1077,2025-09-13,45
837,60,987,2025-09-10,406
838,40,436,2025-09-03,293
839,59,109,2025-09-12,112
840,38,678,2025-09-26,165
841,95,738,2025-09-08,247
842,48,706,2025-09-16,405
843,100,301,2025-09-24,471
844,70,879,2025-09-26,135
845,20,107,2025-09-30,219
846,4,339,2025-09-18,187
847,82,960,2025-09-23,459
848,2,1074,2025-09-11,10
849,98,774,2025-09-13,444
850,95,845,2025-09-10,63
851,27,643,2025-09-08,224
852,63,1085,2025-09-02,82
853,92,387,2025-09-03,32
854,30,1019,2025-09-28,276
855,53,818,2025-09-29,200
856,59,1098,2025-09-24,53
857,75,198,2025-09-17,78
858,82,940,2025-09-13,48
859,76,682,2025-09-02,232
860,85,1088,2025-09-05,131
861,38,368,2025-09-28,171
862,51,818,2025-09-27,386
863,42,426,2025-09-15,149
864,30,177,2025-09-07,79
865,100,889,2025-09-19,65
866,20,209,2025-09-06,240
867,60,422,2025-09-14,71
868,69,467,2025-09-25,116
869,58,416,2025-09-15,145
870,16,193,2025-09-06,423
871,88,412,2025-09-27,370
872,90,718,2025-09-02,120
873,42,252,2025-09-03,374
874,32,1092,2025-09-12,212
875,66,151,2025-09-22,163
876,34,940,2025-09-06,25
877,52,976,2025-09-15,294
878,96,664,2025-09-08,58
879,60,205,2025-09-26,416
880,18,225,2025-09-01,41
881,100,328,2025-09-05,111
882,52,482,2025-09-22,332
883,83,187,2025-09-19,310
884,34,1040,2025-09-27,48
885,3,167,2025-09-07,472
886,83,555,2025-09-26,75
887,12,1027,2025-09-28,434
888,43,226,2025-09-02,492
889,60,152,2025-09-06,483
890,74,544,2025-09-27,380
891,51,609,2025-09-01,205
892,88,537,2025-09-06,191
893,28,1031,2025-09-06,150
894,36,557,2025-09-29,86
895,5,729,2025-09-20,325
896,32,763,2025-09-10,265
897,53,1004,2025-09-18,255
898,8,190,2025-09-09,206
899,18,530,2025-09-07,339
900,68,356,2025-09-21,420
901,70,914,2025-09-01,205
902,92,468,2025-09-16,288
903,63,453,2025-09-30,299
904,65,430,2025-09-13,148
905,24,127,2025-09-11,315
906,29,131,2025-09-29,425
907,100,388,2025-09-02,424
908,61,643,2025-09-12,402
909,75,339,2025-09-06,61
910,32,773,2025-09-08,146
911,69,936,2025-09-26,479
912,95,158,2025-09-25,495
913,29,690,2025-09-28,418
914,50,464,2025-09-30,439
915,23,281,2025-09-08,313
916,41,926,2025-09-24,367
917,46,1036,2025-09-19,24
918,91,818,2025-09-12,495
919,73,678,2025-09-05,298
920,25,957,2025-09-26,461
921,64,656,2025-09-10,99
922,63,139,2025-09-03,38
923,30,717,2025-09-08,20
924,68,590,2025-09-01,179
925,79,307,2025-09-26,76
